Company name,Street address,City,State,Zip,County,Mailing Address,Mailing City,Mailing State,Mailing Zip,Phone,Web Address,Contact Email,Headquarters,Year Founded,Services Offered,Firm Characteristics,Ownership Type,Employees Local,Employees Statewide,Employees Worldwide,Universal Employees,Revenue volume 2021 Companywide,Revenue volume 2020,Universal Revenue,Leadership Executive(s)First name,Leadership Executive(s)Middle Name,Leadership Executive(s)Last name,Leadership Executive(s)Suffix,Leadership Executive(s)Title,Leadership Executive(s)Email,Leadership Executive(s)Phone,Footnotes
Thriven Design,756 Haddon Ave.,Collingswood,New Jersey,08108,Camden,756 Haddon Ave.,Collingswood,New Jersey,08108,(856) 854-1880,www.thriven.design,rcarbone@thriven.design,Collingswood,1971,"Thriven Design is a 65+ person dynamic, impact-driven multidisciplinary design firm dedicated to creating spaces where people and communities thrive.",LEED APs; Employee-owned; Headquarters,Private,,65,,65,10500000,8009619,10800000,Matthew,,Bartner,,Managing Principal,mbartner@thriven.design,(856) 854-1880,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Thriven Design,756 Haddon Ave.,Collingswood,New Jersey,08108,Camden,756 Haddon Ave.,Collingswood,New Jersey,08108,(856) 854-1880,www.thriven.design,rcarbone@thriven.design,Collingswood,1971,"Thriven Design is a 65+ person dynamic, impact-driven multidisciplinary design firm dedicated to creating spaces where people and communities thrive.",LEED APs; Employee-owned; Headquarters,Private,,65,,65,10500000,8009619,10800000,Stephen,,Finkelman,,"Principal, Director of Engineering",sfinkelman@thriven.design,(856) 854-1880,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Thriven Design,756 Haddon Ave.,Collingswood,New Jersey,08108,Camden,756 Haddon Ave.,Collingswood,New Jersey,08108,(856) 854-1880,www.thriven.design,rcarbone@thriven.design,Collingswood,1971,"Thriven Design is a 65+ person dynamic, impact-driven multidisciplinary design firm dedicated to creating spaces where people and communities thrive.",LEED APs; Employee-owned; Headquarters,Private,,65,,65,10500000,8009619,10800000,Eugene,,Schiavo,,Principal,gschiavo@thriven.design,(856) 854-1880,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Thwing-Albert Instrument Co. Inc.,14 W. Collings Ave.,West Berlin,New Jersey,08091,Camden,,,,,(856) 767-1000,www.thwingablert.com,,,1899,,,,,40,,,,,,Scott,M.,Raab,,President,info@thwingalbert.com,,
Tioga Franklin Savings Bank,320 E. Girard Ave.,Philadelphia,Pennsylvania,19125,Philadelphia,,,,,(215) 423-8012,www.tiogafranklin.com,info@tiogafranklin.com,,1873,,,,,,,,,,,John,T.,Coleman,,President and CEO,,,
Tonio Burgos and Associates of NJ LLC,200 W. State St.,Trenton,New Jersey,08608,Mercer,,,,,(609) 278-2630,www.tonioburgos.com,connect@tonioburgos.com,,1988,,,,,,,,,,,Tonio,,Burgos,,CEO,tburgos@tonioburgos.com,,
Topche & Co. LLC,11 Commerce Drive,Cranford,New Jersey,07016,Union,,,,,(908) 272-0600,www.topchecpa.com,gtopche@topchecpa.com,Cranford,2013,We are a boutique firm specializing in the needs of closely held and family owned businesses.  We have a concentration in syndicated real estate.,,Private,,22,,23,,,5000000,Brian,,Yawlak,,Member,byawlak@topchecpa.com,908-272-0600 ext 129,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Topche & Co. LLC,11 Commerce Drive,Cranford,New Jersey,07016,Union,,,,,(908) 272-0600,www.topchecpa.com,gtopche@topchecpa.com,Cranford,2013,We are a boutique firm specializing in the needs of closely held and family owned businesses.  We have a concentration in syndicated real estate.,,Private,,22,,23,,,5000000,Mark,,Tikkanen,,"Member, Co-founder",mtikkanen@topchecpa.com,908-272-0600 ext 124,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Topche & Co. LLC,11 Commerce Drive,Cranford,New Jersey,07016,Union,,,,,(908) 272-0600,www.topchecpa.com,gtopche@topchecpa.com,Cranford,2013,We are a boutique firm specializing in the needs of closely held and family owned businesses.  We have a concentration in syndicated real estate.,,Private,,22,,23,,,5000000,Gary,,Topche,,"Managing Member, Co-founder",gtopche@topchecpa.com,(908) 272-0600 ext 120,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Topche & Co. LLC,11 Commerce Drive,Cranford,New Jersey,07016,Union,,,,,(908) 272-0600,www.topchecpa.com,gtopche@topchecpa.com,Cranford,2013,We are a boutique firm specializing in the needs of closely held and family owned businesses.  We have a concentration in syndicated real estate.,,Private,,22,,23,,,5000000,Brian,,Seested,,Member,bseested@topchecpa.com,908-272-0600 ext 103,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Torcon Inc.,328 Newman Springs Road,Red Bank,New Jersey,07701,Monmouth,,,,,(732) 704-9800,www.torcon.com,smauer@torcon.com,Red Bank,1965,Construction Management Firm,,Private,,220,,250,441770000,342100000,726851000,Joseph,A.,Torcivia,,Co-President,,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Torcon Inc.,328 Newman Springs Road,Red Bank,New Jersey,07701,Monmouth,,,,,(732) 704-9800,www.torcon.com,smauer@torcon.com,Red Bank,1965,Construction Management Firm,,Private,,220,,250,441770000,342100000,726851000,Benedict,J.,Torcivia,Jr.,Co-President,,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Tri-Boro Area Chamber of Commerce,,Bloomingdale,New Jersey,07403,Passaic,P.O. Box 100,,,,(973) 838-5678,www.triborochamber.org,triborochamber@aol.com,,1984,NON-PROFIT COMMUNITY SERVICE ORGANIZATION,,Nonprofit,,0,,,,,,Gerald,J.,Vinci,,Trustee,triborochamber@aol.com,,
Tri-Power Design LLC,2 Richwood Place,Denville,New Jersey,07834,Morris,,,,,(973) 227-7100,www.tripowerdesign.com,info@tripower.net,,1997,"Produse design, medical device, automation design and manufacturing",,Private,,,,,,,,Anthony,,La Rose,,Principal,alr@tripower.net,,
Tri-Power Design LLC,2 Richwood Place,Denville,New Jersey,07834,Morris,,,,,(973) 227-7100,www.tripowerdesign.com,info@tripower.net,,1997,"Produse design, medical device, automation design and manufacturing",,Private,,,,,,,,Robert,C.,Mastice,,Principal,robert.mastice@tripower.net,,
Trinitas Regional Medical Center,225 Williamson St.,Elizabeth,New Jersey,07202,Union,225 Williamson St.,Elizabeth,New Jersey,07202,(908) 994-5000,www.rwjbh.org/trinitas,,Elizabeth,2000,"Trinitas along with Rutgers Cancer Institute, the state's only NCI-designated Cancer Center, provides advanced cancer care close to home.",,Nonprofit,,2344,,2356,324089672,,295160773,Gary,S.,Horan,,President and CEO,Gary.Horan@rwjbh.org,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Trinitas Regional Medical Center,225 Williamson St.,Elizabeth,New Jersey,07202,Union,225 Williamson St.,Elizabeth,New Jersey,07202,(908) 994-5000,www.rwjbh.org/trinitas,,Elizabeth,2000,"Trinitas along with Rutgers Cancer Institute, the state's only NCI-designated Cancer Center, provides advanced cancer care close to home.",,Nonprofit,,2344,,2356,324089672,,295160773,Nancy,M.,DiLiegro,,President and CEO,Nancy.DiLiegro@rwjbh.org,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Trinity Solar Inc.,2211 Allenwood Road,Wall,New Jersey,07719,Monmouth,2211 Allenwood Road,Wall,New Jersey,07719,(732) 780-3779,www.Trinity-Solar.com,kristen.drigon@trinity-solar.com,Wall,1994,"Solar, battery, and roofing provider",Family-owned; Headquarters; Locally owned,Private,,763,,2756,326183000,310787223,496613815,William,,Pollock,,COO,bill.pollock@trinity-solar.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Trinity Solar Inc.,2211 Allenwood Road,Wall,New Jersey,07719,Monmouth,2211 Allenwood Road,Wall,New Jersey,07719,(732) 780-3779,www.Trinity-Solar.com,kristen.drigon@trinity-solar.com,Wall,1994,"Solar, battery, and roofing provider",Family-owned; Headquarters; Locally owned,Private,,763,,2756,326183000,310787223,496613815,Thomas,,Pollock,,President and CEO,tom.pollock@trinity-solar.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Trinity Solar Inc.,2211 Allenwood Road,Wall,New Jersey,07719,Monmouth,2211 Allenwood Road,Wall,New Jersey,07719,(732) 780-3779,www.Trinity-Solar.com,kristen.drigon@trinity-solar.com,Wall,1994,"Solar, battery, and roofing provider",Family-owned; Headquarters; Locally owned,Private,,763,,2756,326183000,310787223,496613815,John,,Bedard,,CFO,john.bedard@trinity-solar.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Trinity Worldwide Technologies LLC,91 Sandalwood Drive,Marlboro,New Jersey,07746-2114,Monmouth,91 Sandalwood Drive,Mairlboro,New Jersey,07746-2114,(732) 780-8615,www.trinityww.com,jkalli@trinityww.com,Marlboro,2002,Cybersecurity and IT Managed Services Consulting firm serving small to mid-sized businesses in NJ.,Locally owned,Private,,12,,10,1104190,1030195,1279684,John,,Kalli,Jr.,CEO,jkalli@trinityww.com,(732) 780-8615,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Trinity Worldwide Technologies LLC,91 Sandalwood Drive,Marlboro,New Jersey,07746-2114,Monmouth,91 Sandalwood Drive,Mairlboro,New Jersey,07746-2114,(732) 780-8615,www.trinityww.com,jkalli@trinityww.com,Marlboro,2002,Cybersecurity and IT Managed Services Consulting firm serving small to mid-sized businesses in NJ.,Locally owned,Private,,12,,10,1104190,1030195,1279684,William,,Laohoo,,CTO,wlaohoo@trinityww.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Triton Benefits & HR Solutions,"1460 Route 9 N., Suite 304",Woodbridge,New Jersey,07095,Middlesex,"1460 Route 9 N., Suite 304",Woodbridge,New Jersey,07095,(732) 602-2410,www.tritonhr.com,admin@tritonhro.com,Woodbridge,2008,Triton Benefits & HR Solutions is a national benefits broker firm that can help navigate the complexities of employee benefits and HR.,,Private,,,,125,25000000,,30000000,Steve,,Rosenthal,,President and CEO,steve.rosenthal@tritonhro.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
TRM Consulting,30 Vreeland Road,Florham Park,New Jersey,07932,Morris,,,,,(973) 377-0040,www.trmconsulting.com,working@trmconsulting.com,,1995,Specialty,,Private,,,,,,80000000,,Louis,,Schuckman,,Senior Executive,working@trmconsulting.com,"(973) 377-0040, ext.428",
Troutman Pepper Hamilton Sanders LLP,"301 Carnegie Center, Suite 400",Princeton,New Jersey,08540,Mercer,"301 Carnegie Center, Suite 400",Princeton,New Jersey,08540,(609) 452-0808,www.troutman.com,troutman.pepper@troutman.com,,1890,"Troutman Pepper is a national, full-service law firm with more than 1,200 attorneys strategically located in 23 U.S. cities. www.troutman.com.",,Private,,51,,44,1029466,,1081600,Delia,C.,Donahue,,"Office Managing Partner, Princeton",Delia.Donahue@troutman.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Truist Bank,214 N. Tryon St.,Charlotte,North Carolina,28202,Charlotte,,,,,(404) 926-5000,www.truist.com,,,1872,,,,,,,,,,,,,,,,,,
TrustCo Bank,385 N. Franklin Turnpike,Ramsey,New Jersey,07446,Bergen,,,,,(201) 934-1429,www.trustcobank.com,,,1902,,,Public,,,,,,,,,,,,,,,
TTI Environmental Inc.,1253 N. Church St.,Moorestown,New Jersey,08057,Burlington,1253 N. Church St.,Moorestown,New Jersey,08057,(856) 840-8800,www.ttienv.com,tti-info@ttienv.com,Moorestown,1985,"Environmental Consulting, Contracting and Construction, Industrial Hygiene, EH&S, StorageTank Management and Inspections",,Private,,62,,62,,,,Craig,P.,Durand,,President,craigd@ttienv.com,,"Universal Employees: Source: # Employees, Statewide (2023)"
Turner & Townsend Heery LLC,300 Washington Road,Princeton,New Jersey,08544,Mercer,555 E. Lancaster Ave suite 120,Radnor,Pennsylvania,19087,(610) 357-0888,www.heery.com,,Atlanta,1952,"Founded in 1952 and formerly known as Heery International, the firm operates throughout the US as part of Turner & Townsend. It specializes in PM/CM.",,Private,,,,5,,,,Bob,,Monser,,Vice President,rmonser@heery.com,(215) 564-9977,"Universal Employees: Source: # Employees, Statewide (2023)"
Turner Construction Co.,685 Route 202/206,Bridgewater,New Jersey,08807,Somerset,"685 Route 202/206, Suite 303",Bridgewater,New Jersey,08807,(732) 627-8300,www.turnerconstruction.com,,New York,1902,"Turner is a North America-based, international construction services company and is a leading builder in diverse market segments.",,Corporation,,,,160,14700000000,,16500000000,Lawrence,,Boresen,,Vice President & General Manager,lboresen@tcco.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turner Construction Co.,685 Route 202/206,Bridgewater,New Jersey,08807,Somerset,"685 Route 202/206, Suite 303",Bridgewater,New Jersey,08807,(732) 627-8300,www.turnerconstruction.com,,New York,1902,"Turner is a North America-based, international construction services company and is a leading builder in diverse market segments.",,Corporation,,,,160,14700000000,,16500000000,Peter,,Palmer,,"Manager, Interiors & Special Projects Division",ppalmer@tcco.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turner Construction Co.,685 Route 202/206,Bridgewater,New Jersey,08807,Somerset,"685 Route 202/206, Suite 303",Bridgewater,New Jersey,08807,(732) 627-8300,www.turnerconstruction.com,,New York,1902,"Turner is a North America-based, international construction services company and is a leading builder in diverse market segments.",,Corporation,,,,160,14700000000,,16500000000,Mark,,Romanski,,Vice President & General Manager,mromanski@tcco.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turtle,100 Walnut Ave.,Clark,New Jersey,07066,Union,100 Walnut Ave.,Clark,New Jersey,07066,(732) 574-3600,www.turtle.com,,"Clark, NJ",1923,Electrical and industrial distributor,Certified Woman-owned; Family-owned; Headquarters,Private,,350,,407,760000000,680000000,788000000,Brad,,Neilley,,Chief Human Resources Officer,brad.neilley@turtle.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turtle,100 Walnut Ave.,Clark,New Jersey,07066,Union,100 Walnut Ave.,Clark,New Jersey,07066,(732) 574-3600,www.turtle.com,,"Clark, NJ",1923,Electrical and industrial distributor,Certified Woman-owned; Family-owned; Headquarters,Private,,350,,407,760000000,680000000,788000000,Scott,,West,,"President, THIS",scott.west@turtle.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turtle,100 Walnut Ave.,Clark,New Jersey,07066,Union,100 Walnut Ave.,Clark,New Jersey,07066,(732) 574-3600,www.turtle.com,,"Clark, NJ",1923,Electrical and industrial distributor,Certified Woman-owned; Family-owned; Headquarters,Private,,350,,407,760000000,680000000,788000000,Chris,,Rausch,,CFO,chris.rausch@turtle.com,"(732) 574-3600, ext.3284","Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turtle,100 Walnut Ave.,Clark,New Jersey,07066,Union,100 Walnut Ave.,Clark,New Jersey,07066,(732) 574-3600,www.turtle.com,,"Clark, NJ",1923,Electrical and industrial distributor,Certified Woman-owned; Family-owned; Headquarters,Private,,350,,407,760000000,680000000,788000000,Luis,,Valls,,"President, Electrical Division",lvalls@turtle.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turtle,100 Walnut Ave.,Clark,New Jersey,07066,Union,100 Walnut Ave.,Clark,New Jersey,07066,(732) 574-3600,www.turtle.com,,"Clark, NJ",1923,Electrical and industrial distributor,Certified Woman-owned; Family-owned; Headquarters,Private,,350,,407,760000000,680000000,788000000,Kevin,,Doyle,,COO,kdoyle@turtle.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turtle,100 Walnut Ave.,Clark,New Jersey,07066,Union,100 Walnut Ave.,Clark,New Jersey,07066,(732) 574-3600,www.turtle.com,,"Clark, NJ",1923,Electrical and industrial distributor,Certified Woman-owned; Family-owned; Headquarters,Private,,350,,407,760000000,680000000,788000000,Kathleen,,Shanahan,,CEO,kathleen.shanahan@turtle.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turtle,100 Walnut Ave.,Clark,New Jersey,07066,Union,100 Walnut Ave.,Clark,New Jersey,07066,(732) 574-3600,www.turtle.com,,"Clark, NJ",1923,Electrical and industrial distributor,Certified Woman-owned; Family-owned; Headquarters,Private,,350,,407,760000000,680000000,788000000,Jayne,,Millard,,Executive Chairman of the Board,Jayne@turtle.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turtle,100 Walnut Ave.,Clark,New Jersey,07066,Union,100 Walnut Ave.,Clark,New Jersey,07066,(732) 574-3600,www.turtle.com,,"Clark, NJ",1923,Electrical and industrial distributor,Certified Woman-owned; Family-owned; Headquarters,Private,,350,,407,760000000,680000000,788000000,David,,Magee,,CISO/CTO,David david.magee@turtle.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turtle,100 Walnut Ave.,Clark,New Jersey,07066,Union,100 Walnut Ave.,Clark,New Jersey,07066,(732) 574-3600,www.turtle.com,,"Clark, NJ",1923,Electrical and industrial distributor,Certified Woman-owned; Family-owned; Headquarters,Private,,350,,407,760000000,680000000,788000000,Michael,,Matejek,,Chief Counsel,Michael Matejemichael.matejek@turtle.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Turton Commercial Real Estate,1338 Hooper Ave.,Toms River,New Jersey,08753,Ocean,,,,,(732) 920-2833,www.turtoncommercial.com,rcaruso@turtoncommercial.com,,2003,Commercial Real Estate Brokerage,,Private,,,,5,0,0,,Diane,S.,Turton,,President,dianeturton@dianeturton.com,,"Universal Employees: Source: # Employees, Statewide (2023)"
Turton Commercial Real Estate,1338 Hooper Ave.,Toms River,New Jersey,08753,Ocean,,,,,(732) 920-2833,www.turtoncommercial.com,rcaruso@turtoncommercial.com,,2003,Commercial Real Estate Brokerage,,Private,,,,5,0,0,,Rosemarie,,Caruso,,Managing Director,rcaruso@turtoncommercial.com,(732) 920-2833,"Universal Employees: Source: # Employees, Statewide (2023)"
Twin Lights of Navesink,2 Lighthouse Road,Highlands,New Jersey,07732,Monmouth,2 Lighthouse Road,Highlands,New Jersey,07732,(732) 872-1814,www.twinlightslighthouse.com,twinlightshistoricalsociety@gmail.com,,,A not for profit historic society,,Nonprofit,,,,,,,,Tyler,,Jeff,,President,,,
Twin Lights of Navesink,2 Lighthouse Road,Highlands,New Jersey,07732,Monmouth,2 Lighthouse Road,Highlands,New Jersey,07732,(732) 872-1814,www.twinlightslighthouse.com,twinlightshistoricalsociety@gmail.com,,,A not for profit historic society,,Nonprofit,,,,,,,,Bev,,Kugele,,Vice President,,,
U.S. Bank,800 Nicollet Mall,Minneapolis,Minnesota,55402,Hennepin,,,,,(612) 872-2657,www.usbank.com,,,,,,,,,,,,,,Richard,K.,Davis,,"Chairman, President and Chief Executive Officer",,,
U.S. Lumber Inc.,668 S. Evergreen Ave.,Woodbury Heights,New Jersey,08097,Gloucester,,,,,(856) 853-1770,www.uslumberinc.com,info@uslumberinc.com,,1974,Lumber and building materials,,Private,,9,,,6747648.75,4943454,,Romilett,M.,Yulo,,Office Manger,romilett@uslumberinc.com,,
U.S. Lumber Inc.,668 S. Evergreen Ave.,Woodbury Heights,New Jersey,08097,Gloucester,,,,,(856) 853-1770,www.uslumberinc.com,info@uslumberinc.com,,1974,Lumber and building materials,,Private,,9,,,6747648.75,4943454,,Lita,M.,Abele,,President and CEO,lita@uslumberinc.com,,
U.S. Lumber Inc.,668 S. Evergreen Ave.,Woodbury Heights,New Jersey,08097,Gloucester,,,,,(856) 853-1770,www.uslumberinc.com,info@uslumberinc.com,,1974,Lumber and building materials,,Private,,9,,,6747648.75,4943454,,Isabelita,M.,Abele,,President/CEO,lita@uslumberinc.com,,
Union Chill,204 N. Union St.,Lambertville,New Jersey,08530,Hunterdon,,,,,(609) 483-2350,unionchillco.com,,,2021,,,,,,,,,,,,,,,,,,
Union College of Union County,1033 Springfield Ave.,Cranford,New Jersey,07016,Union,,,,,(908) 709-7000,www.ucc.edu,,,1933,"Union College of Union County, NJ is a public, two-year college serving career-minded and transfer-oriented students in the greater Union County area.",,,,,,,,,,Margaret,M.,McMenamin,,President,,,
Union County Savings Bank,320 N. Broad St.,Elizabeth,New Jersey,07207,Union,P.O. Box 478,,,,(908) 354-4600,,,,1883,Banking,,Private,,,,,,,,,,,,,,,
Unite Here Local Union 54,1014 Atlantic Ave.,Atlantic City,New Jersey,08401,Atlantic,,,,,(609) 344-5400,www.uniteherelocal54.com,,,1902,"Hospitality including casinos, hotels, restaurants, country clubs and food-service",,,,,,,,,,C. Robert,,McDevitt,,President,bmvdevitt@uniteherelocal54.com,,
United Asphalt Co. Inc.,237 N. Grove St.,Berlin,New Jersey,08009,Camden,237 N. Grove St.,Berlin,New Jersey,08009,(856) 753-9811,www.unitedasphalt.com,info@unitedasphalt.com,,1963,"Asphalt Coating Materials 
Manufacturing
Construction Materials
Roofing Products",Locally owned,Private,,27,,28,19500000,13300000,22000000,Mark,W.,Umosella,Jr.,Vice-President,markjr@unitedasphalt.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
United Asphalt Co. Inc.,237 N. Grove St.,Berlin,New Jersey,08009,Camden,237 N. Grove St.,Berlin,New Jersey,08009,(856) 753-9811,www.unitedasphalt.com,info@unitedasphalt.com,,1963,"Asphalt Coating Materials 
Manufacturing
Construction Materials
Roofing Products",Locally owned,Private,,27,,28,19500000,13300000,22000000,James,W.,Umosella,,Vice-President,James@unitedasphalt.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
United Asphalt Co. Inc.,237 N. Grove St.,Berlin,New Jersey,08009,Camden,237 N. Grove St.,Berlin,New Jersey,08009,(856) 753-9811,www.unitedasphalt.com,info@unitedasphalt.com,,1963,"Asphalt Coating Materials 
Manufacturing
Construction Materials
Roofing Products",Locally owned,Private,,27,,28,19500000,13300000,22000000,Stephen,J.,Umosella,,President,Steve@unitedasphalt.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
United Methodist Communities at Bristol Glen,200 Bristol Glen Drive,Newton,New Jersey,07860,Sussex,,,,,(973) 300-5788,bristolglen.umcommunities.org,pking@bristolgen.org,,,,,Nonprofit,,,,,,,,Jeff,,Lisk,,Executive director,,,
United Methodist Homes the Shores,2201 Bay Ave.,Ocean City,New Jersey,08226,Cape May,,,,,(609) 399-8505,theshores.umcommunities.org,psmith@theshores-umh.org,,,Residential living,,Nonprofit,,,,,,,,Jessica,,Stewart,,Executive director,,,
United Midwest Savings Bank,101 S. Main St.,DeGraff,Ohio,43318,Logan,,,,,(937) 585-5861,www.umwsb.com,,,,,,,,,,,,,,Terry,M.,White,,President and CEO,,,
United Roosevelt Savings Bank,11-15 Cooke Ave.,Carteret,New Jersey,07008-2699,Middlesex,,,,,(732) 541-5445,,,,1914,,,,,,,,,,,Chester,T.,Mikotacyzk,,CEO,,,
United Teletech Financial Federal Credit Union,205 Hance Ave.,Tinton Falls,New Jersey,07724,Monmouth,,,,,(732) 530-8100,www.utfinancial.org,admin@utcu.org,,1967,,,Nonprofit,,62,,63,,,,Leo,R.,Ardine,,President and CEO,,,"Universal Employees: Source: # Employees, Statewide (2023)"
United Way of Monmouth and Ocean Counties,"4814 Outlook Drive, Suite 107",Wall Township,New Jersey,07753,"Monmouth, Ocean","4814 Outlook Drive, Suite 107",Wall Township,New Jersey,07753,(732) 938-5988,www.uwmoc.org,info@uwmoc.org,Wall Township,1967,"United Way of Monmouth and Ocean Counties bridges the gaps to education, financial stability and health for every person in our community.",,Nonprofit,,,,8,,,,Lori-Anne,,McLane,,President & CEO,lmclane@uwmoc.org,,"Universal Employees: Source: # Employees, Statewide (2023)"
United Wholesale Mortgage LLC,585 S. Boulevard E.,Pontiac,Michigan,48341,Oakland,,,,,(855) 888-8737,www.unitedshore.com,,,1986,,,Private,,,,,,,,Mat,,Ishbia,,President and CEO,,,Company name: Formerly listed as United Shore Financial Services LLC. United Wholesale Mortgage is a subsidiary of United Shore Financial Services.
UnitedHealthcare,"170 Wood Ave. S., 3rd Floor",Iselin,New Jersey,08830,Middlesex,,,,,(732)  623-1000,www.uhc.com,,,1975,,,,,,,,,,,Brian,,Thompson,,CEO,,,
UnitedHealthcare Community Plan,Four Gateway Center,Newark,New Jersey,07102,Essex,100 Mulberry St.,,,,(973) 297-5500,www.uhccommunityplan.com,,,1977,,,,,,,,,,,Timothy,,Spilker,,CEO,,,
Unity Bank,64 Old Hwy. 22,Clinton,New Jersey,08809,Hunterdon,,,,,(908) 730-7630,www.unitybank.com,michael.downes@unitybank.com,,1991,,,,,,,,,,,James,A.,Hughes,,President/CEO,,,
University Hospital,150 Bergen St.,Newark,New Jersey,07103,Essex,,Newark,,,(973) 972-4300,www.uhnj.org,uhcontact@uhnj.org,,1882,Level 1 Trauma Center,,Government,,,,4000,,,,Shereef,,Elnahal,,"Following Dr. Shereef Elnahal's nomination by President Joe Biden to serve as undersecretary for health in the Veterans Health Administration at the U.S. Department of Veteran Affairs, University Hospital appointed an interim leader for the state's only public acute care facility. On March 21, 2022, University Hospital said Mary Maples will serve as interim president and CEO, effective upon Elnahal's departure.",,,"Universal Employees: Source: # Employees, Statewide (2023)"
University Hospital,150 Bergen St.,Newark,New Jersey,07103,Essex,,Newark,,,(973) 972-4300,www.uhnj.org,uhcontact@uhnj.org,,1882,Level 1 Trauma Center,,Government,,,,4000,,,,Edward,,Jimenez,,President & Chief Executive Officer,,,"Universal Employees: Source: # Employees, Statewide (2023)"
University Hospital,150 Bergen St.,Newark,New Jersey,07103,Essex,,Newark,,,(973) 972-4300,www.uhnj.org,uhcontact@uhnj.org,,1882,Level 1 Trauma Center,,Government,,,,4000,,,,John,N.,Kastanis,,"On Dec. 6, 2018, it was announced John N. Kastanis will stepping down from his post effective Dec. 14, 2018 in the wake of several turbulent months in which the facility has been embroiled in controversy over the deaths of three premature infants from a bacterial infection in the neonatal intensive care unit. Kastanis will return to his urban teaching hospital and health care system consulting practice.",kastanjn@uhnj.org,,"Universal Employees: Source: # Employees, Statewide (2023)"
University Hospital,150 Bergen St.,Newark,New Jersey,07103,Essex,,Newark,,,(973) 972-4300,www.uhnj.org,uhcontact@uhnj.org,,1882,Level 1 Trauma Center,,Government,,,,4000,,,,Judy,,Persichilli,,Interim president and CEO,,,"Universal Employees: Source: # Employees, Statewide (2023)"
Univest Bank and Trust Co.,,,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untracht Early,"325 Columbia Turnpike, Suite 202",Florham Park,New Jersey,07932,Morris,,,,,(973) 408-6700,www.untracht.com,info@untracht.com,,1993,"Accounting firm providing tax, accounting, audit, family office, and advisory services",,Private,,155,,,33381315.77,32804491,,David,S.,Untracht,,Senior principal,duntracht@untracht.com,,"Company name: On Aug. 1, 2022, Citrin Cooperman announced the acquisition of Untracht Early; its 150 partners and staff are now part of Citrin Cooperman's team."
